"","GSM4978121","GSM4978122","GSM4978123","GSM4978124","GSM4978125","GSM4978126","GSM4978127","GSM4978128","GSM4978129","GSM4978130","GSM4978131","GSM4978132","GSM4978133","GSM4978134"
"ASCRP003788",6.708893329,6.54637718,6.612756848,6.327089095,7.325230986,7.510926259,7.269052918,7.52471704,7.430576908,6.887917948,7.034650138,6.968966236,7.329326111,6.950998663
"ASCRP003789",6.712962478,6.477833596,6.534054077,6.327760785,7.303770909,7.568483964,7.202765502,7.452314753,7.457788578,6.83644754,6.973908071,7.113312669,7.252719298,6.830499377
"ASCRP003790",6.450489548,6.093360325,6.08671049,5.94673777,7.018886824,7.350737036,6.25573275,6.823478785,6.266603268,6.365915739,6.36829279,6.128321342,6.494799669,6.466614756
"ASCRP003791",6.604744657,6.111271169,6.095465681,5.932465449,7.594538605,7.962540702,6.54187754,7.744137072,6.619965561,6.741187342,6.480917153,6.417747552,7.158719405,7.104343166
"ASCRP003792",7.793011374,6.338690366,6.383969705,6.467954913,6.058185478,6.153505042,6.265256663,6.79795235,6.343418513,6.182490477,6.216209112,6.086415355,6.397505709,5.986471698
"ASCRP003793",8.430923743,7.648018542,7.156635183,6.375976377,9.059506875,9.608078953,10.60056536,8.964367784,10.61435106,9.357641636,7.481799225,10.23578996,9.325448999,7.748583433
"ASCRP003795",6.154232004,5.925755673,6.009862669,6.259737946,6.331685532,6.838576435,5.99776862,6.069027784,5.829395912,6.116922616,5.829903184,5.863724894,5.98257619,6.173153629
"ASCRP003796",6.232244667,6.420695485,5.93272981,5.961827156,6.212380119,6.232660621,5.91070386,6.387271978,5.975738936,6.087944062,5.967398622,5.968263348,5.941127872,6.108768996
"ASCRP003797",7.918833648,6.423926979,6.647562974,5.928809455,9.993258063,10.12083025,7.85238698,9.674437651,8.674258073,9.903383399,8.856913272,9.777835181,10.89787856,9.654256586
"ASCRP003798",6.669936519,6.663791466,6.607555065,5.883405945,6.75570677,7.411150539,6.513384634,7.226736423,6.349838071,6.826189386,6.374134041,7.101684885,6.820870579,7.509952726
"ASCRP003801",9.113088697,9.778629167,8.766351083,6.050647102,8.981044703,9.60581112,10.52973186,11.30151798,8.955427056,10.37460471,7.827667265,9.378173556,9.555176866,8.537476394
"ASCRP003802",9.54470887,10.33098966,9.40015945,7.743641457,9.522838443,10.19713876,11.21482516,12.03672679,10.67650612,10.97949985,9.101312578,10.69435872,10.74990906,9.433093785
"ASCRP003803",7.290324385,7.43034311,7.300738103,6.176988264,6.986816498,7.579152116,7.77123368,8.274540319,7.306566178,7.806876507,6.589177354,7.381061032,7.362314612,6.842148102
"ASCRP003804",8.689063324,8.572676805,8.827925428,9.070290167,9.28365499,9.624167986,9.452272108,8.762659959,9.079176525,9.552916726,10.50232883,8.936130863,9.315935718,9.223192554
"ASCRP003805",6.18750636,6.096581426,6.10924878,5.93565493,6.164248546,6.328381161,6.195562135,6.088131783,6.032582511,6.241760829,5.885310665,6.069398747,6.067567442,5.976237064
"ASCRP003806",6.093677254,6.045691498,5.981478566,6.285672667,6.15591489,6.229977942,6.251464159,6.045023304,5.984107268,6.071623835,5.988938121,6.075283118,6.088222115,6.087867383
"ASCRP003807",6.402868221,6.182604311,6.118612784,5.858690773,6.459217292,6.536711345,6.83486096,6.339662777,6.450224707,6.362363129,6.242253536,6.529457033,6.645823036,6.341481977
"ASCRP003808",9.16184498,7.382216641,7.244586479,8.186579469,9.493354955,9.528879018,8.461687461,8.220925478,7.645456226,8.673875007,9.696400741,7.750364791,7.111744145,9.178025623
"ASCRP003809",6.313143118,6.096556014,5.991360165,6.160264318,7.726849075,7.727702289,6.607638161,6.508023793,6.542584421,6.590857184,6.646118995,6.357162287,6.710272156,6.624914881
"ASCRP003810",6.11735108,6.003641791,5.979836491,5.966257879,7.508397674,7.27583876,6.38587554,6.285929797,6.543107141,6.696727201,6.760741685,6.338666664,6.681085281,6.463672069
"ASCRP003811",6.192125049,6.051601951,6.255137346,6.04452042,7.294165307,7.336853798,6.491313011,6.281990583,6.357700009,6.522139848,6.520163887,6.273275041,6.581262823,6.325239685
"ASCRP003812",8.501824445,7.046930971,6.464636495,5.932070961,10.13260743,10.48365169,9.732134388,11.72047462,8.572504898,9.429425123,8.776282622,8.379282654,9.714572081,10.10566423
"ASCRP003813",6.053890144,5.853554161,5.87323512,5.820098769,7.079785727,6.999529136,5.868007795,6.346691097,5.89699781,6.291126687,6.077645573,5.913859925,6.061070252,6.212959428
"ASCRP003814",6.532030002,5.999270872,5.886344574,5.887016074,8.741896835,8.842972444,5.904487972,7.251821124,6.109586856,7.450701335,6.934725735,5.955156785,6.669042925,7.282435774
"ASCRP003815",6.726320255,5.941187504,5.905868891,5.956135993,8.456634153,9.156767255,6.260979761,7.099936406,6.386627011,7.24462563,6.601901924,6.29984313,7.493592022,6.98472559
"ASCRP003817",6.215586335,6.190049041,6.417643544,8.98440714,6.207938251,6.209938186,6.064896175,5.950766502,6.029566794,6.102956549,7.387457445,5.97859073,6.01014831,6.130715227
"ASCRP003818",6.138514141,6.179223855,6.144299952,6.140607576,6.123577315,6.147946875,6.180321652,6.192776773,6.319654819,6.130552721,6.084546457,6.110577503,6.146988032,6.457886754
"ASCRP003819",8.577049312,8.100907119,7.738797045,6.025829637,7.115891715,7.260477831,6.83339272,7.131401115,6.244804151,6.611501603,6.463154166,6.661042934,6.791221041,7.19833808
"ASCRP003820",6.580006616,6.436906895,6.146342345,6.229218301,7.230817978,7.16924314,7.225513123,7.923647664,7.844562437,7.9980254,6.829373263,8.975370258,8.325244492,7.635483923
"ASCRP003821",6.558972762,6.523551519,6.808085911,7.347935388,6.197221272,6.266650091,6.352367872,6.398482576,6.369412529,6.31487811,6.809449551,6.27366034,6.324050014,6.300162052
"ASCRP003822",6.274711931,6.450045164,6.740763645,6.803844756,6.136165887,6.101877872,6.312071489,6.069700418,6.391281238,6.389230875,6.425144277,6.212968888,6.191415912,6.107664603
"ASCRP003823",6.113371605,6.011727092,6.016438329,6.171277586,6.149813084,6.338944345,6.034695448,6.265440685,6.089018168,6.213015685,6.07028879,6.622462639,6.700256039,6.924791656
"ASCRP003824",6.379037395,6.35405253,6.441224802,6.647972547,6.18645859,6.427309776,6.090182928,6.250816353,6.130346404,6.267765162,6.568185586,6.473653987,6.845508731,6.637053079
"ASCRP003825",6.199736605,6.609635808,6.215148772,6.351254823,6.212380119,6.409769757,6.02406699,6.026753502,6.006005362,6.13922747,5.938130326,6.111046426,6.569355017,6.424774929
"ASCRP003826",6.702251679,6.884387961,7.437921389,7.627891499,6.426015504,6.433399035,6.35645768,6.300537437,6.736183407,6.45814294,8.209929971,6.390705973,6.421219712,6.719368259
"ASCRP003827",7.313184046,7.64490903,8.61572813,9.406472657,6.724476624,7.510838785,6.811020332,6.383966444,6.582332679,6.775468176,8.201526776,6.506055914,6.550023416,6.862649292
"ASCRP003829",6.178319477,6.093517399,6.028252693,6.064057266,6.775522862,6.957842819,7.514603356,7.067960146,7.052729088,7.44277272,6.403444031,7.805032976,7.248467438,7.116373803
"ASCRP003830",6.064572656,6.006873772,6.094189036,6.381533566,6.378915832,6.48698974,6.320773924,6.274872935,6.115969953,6.418311521,6.510126914,6.240327344,6.326123102,6.599471601
"ASCRP003834",6.007110556,5.915292432,5.873638108,5.820344857,6.297101194,6.084237202,6.012489462,6.237750903,5.92456431,6.024572909,5.872041927,6.018072507,5.972238962,6.085928993
"ASCRP003835",6.113776824,5.961596536,5.93272981,5.905163715,6.379617295,6.20997335,6.110461214,6.471894283,6.246447438,6.146856355,6.18025472,6.188861821,6.275582672,6.251651119
"ASCRP003837",6.926344468,6.420695485,6.446719431,5.937408109,7.545422519,7.345093137,6.722815602,6.91613408,7.257837253,7.151847902,6.737650267,6.951708525,7.174543124,6.749076926
"ASCRP003838",6.655142118,5.967769895,6.075189971,6.067410073,7.303811001,6.872298773,6.411262005,6.888437466,6.848050875,7.273734193,6.223665376,7.118034865,7.230728865,6.544734405
"ASCRP003839",7.054192207,7.578806619,6.750381038,7.539155092,6.23947662,6.102744845,6.018565344,6.183631011,5.945607184,6.114078813,5.926416541,6.03601964,5.969866952,6.095138895
"ASCRP003840",6.495306444,6.078672944,5.964032367,5.985375096,6.449920711,6.17641911,6.044278259,6.261773219,5.970118797,6.169345053,6.21499203,6.107809873,5.965688716,6.310806551
"ASCRP003844",13.04422734,13.32225551,13.52403934,13.18983389,13.21482246,13.09482936,13.04757765,12.83507679,13.10917052,13.18160389,13.23956216,13.01222908,12.7834624,12.86980918
"ASCRP003845",8.323906458,7.727795447,8.422111573,8.47070585,8.950068754,8.967650436,8.157226397,7.377881717,8.470986154,8.167849847,9.308947589,7.626003907,8.569642476,8.58088169
"ASCRP003846",6.772195801,6.633105463,6.837198997,7.273874279,6.975270666,7.274611485,6.275849388,6.035764593,6.30413466,6.776238596,8.788908217,6.198983729,6.32957527,7.259119463
"ASCRP003847",6.058138267,6.659530505,6.148133357,6.218511564,6.087268894,6.006531101,5.938190382,6.097354882,6.834277753,6.517982173,6.02772288,6.405531237,5.991950849,5.972429987
"ASCRP003849",6.109127051,6.240959163,6.266301625,6.650059828,6.301307464,6.325726916,6.225693745,6.02587876,6.274287008,6.166226378,7.025266795,6.111378471,6.30822188,6.319234517
"ASCRP003850",6.788464817,6.782957762,6.457898493,6.053106275,7.260352593,7.707526697,7.439418894,7.502991209,7.617509336,7.604111721,7.40590708,7.230282392,7.81636825,7.31187691
"ASCRP003851",6.391926862,6.431405456,6.85511653,7.016849065,6.437682451,6.372283753,7.581857396,6.6628271,7.567922219,6.819665298,6.74588918,6.727829097,7.257746075,6.183278011
"ASCRP003852",6.857808153,6.566744483,6.109429189,6.17301019,5.968150236,5.991308458,5.95714148,6.097354882,5.979747611,5.934725029,5.931693074,5.971417207,6.120238319,5.941293304
"ASCRP003853",7.66838855,7.624004245,7.416581131,7.096131154,6.024032463,6.084695383,5.876958388,6.15509333,6.086343123,5.890569142,5.855881072,5.909017557,5.993079683,6.04992758
"ASCRP003857",10.55675737,10.82558004,10.11162322,6.503113633,10.42718367,11.1826592,11.8955186,12.34215884,12.15813955,11.59502992,9.021462763,11.75169096,12.8946445,11.20452043
"ASCRP003858",9.88315858,9.808463843,9.258067467,7.04835619,10.341241,11.06689135,11.49903978,11.71088021,11.50056994,11.3423106,8.793348088,10.8826663,12.71530637,11.08239556
"ASCRP003860",6.322142793,6.269431437,6.565150882,7.24097331,6.788869175,6.525695788,6.244911745,6.510503716,6.291401496,6.624387054,6.824045201,6.62872747,6.594339307,6.465148446
"ASCRP003861",7.147495808,7.367460528,7.892265926,11.45771116,6.812682689,6.742781709,6.385251747,6.325678583,6.305427412,6.58785458,7.336970549,6.373039293,6.423996217,6.876701415
"ASCRP003862",6.260913817,6.080779465,6.059889509,6.513469023,6.882874787,6.533908814,6.271176736,6.742228122,6.304959165,6.671594679,6.525278387,7.004984853,6.453413397,6.704230327
"ASCRP003863",6.185590587,6.10290985,6.306435395,7.06826764,6.465508177,6.534432958,6.110561115,6.3588838,6.04625704,6.512896153,6.519464876,6.54770015,6.447406618,6.197297571
"ASCRP003864",6.17896264,6.203098805,6.331206169,6.088755924,5.974552587,5.978340915,5.962006081,5.951655283,5.925147902,5.897331573,5.960846585,5.938317244,5.954630925,5.971911699
"ASCRP003867",6.168320232,5.910232194,5.904342324,5.988432383,6.228300572,6.385955475,5.863494126,7.737633594,5.891390474,5.973499051,5.839934283,5.866871749,6.029306753,6.262911111
"ASCRP003868",8.023578973,8.276408687,7.906913512,5.9825483,7.190956737,7.546037009,7.992237228,7.530249812,7.499841402,7.600606716,6.625460545,7.286421753,7.347682973,7.509193
"ASCRP003869",7.708339542,7.911471656,7.492107633,5.931717249,6.960130925,7.24968679,7.815252475,7.270924249,7.195491002,7.266869267,6.492670603,6.824064506,6.938689249,7.139685379
"ASCRP003870",9.669662692,10.43074739,9.299102787,6.472947605,8.659359509,9.216789273,10.84760843,10.8201431,10.52015997,9.374020287,7.245593968,8.432406709,8.147425562,9.192734114
"ASCRP003871",8.388218753,8.456653234,8.763260186,7.542913814,7.427901982,7.828448728,8.752959296,8.026497251,8.298622186,7.931312253,7.093259671,8.001165711,8.218877596,7.538921071
"ASCRP003872",9.19898182,9.587005443,10.70143092,9.87662464,8.505593915,8.559590637,9.375927788,8.226038253,8.349893992,8.535470411,8.461705576,7.715571542,7.825235124,8.062494364
"ASCRP003873",6.143670942,6.220562211,6.059052201,6.039255933,6.168455248,6.090072364,6.200667128,6.159841488,6.267765162,6.133225015,6.048064851,6.034379167,6.030174755,6.264194353
"ASCRP003874",6.130384709,6.211329683,5.976121922,6.009387798,6.140839056,6.126896028,6.241960856,6.706878644,6.473066136,6.242572771,6.18195766,6.420836946,6.260205768,6.237554699
"ASCRP003875",6.738557484,7.04573992,7.154209369,6.914276562,6.823118439,6.641563921,6.684583387,6.481250284,6.703434253,6.608823238,7.138535553,6.716340164,6.776087222,6.591645114
"ASCRP003876",6.184599458,6.319255888,6.931432349,6.862422762,6.081512798,6.07568601,6.261211513,6.012134545,6.189313598,6.059712239,6.124609612,6.128437776,6.146988032,6.002272768
"ASCRP003877",6.329424031,6.043267541,5.984465659,5.908188776,6.892620131,7.059395441,6.45429206,6.314720189,6.535486544,6.755407605,6.264298951,6.575796425,6.623605656,6.392857318
"ASCRP003878",5.932835094,5.898532759,5.889882317,5.840431866,6.125486782,6.175677199,5.982568173,6.011507422,6.093974552,6.123300031,5.905142993,6.055396625,6.045206085,5.960333913
"ASCRP003879",6.354440395,5.942342292,5.986003521,5.908832691,6.968131132,7.160308607,6.461895151,6.492891188,6.52059046,6.748741586,6.315873827,6.577221812,6.798523038,6.259400245
"ASCRP003880",5.983762948,5.973161659,5.921206136,5.850879064,6.141933735,6.54289653,5.94800179,6.183605113,6.067338002,6.132685893,6.07028879,6.083838827,6.038678961,6.093357594
"ASCRP003881",6.667076445,5.97658326,5.965607752,5.940823383,7.40164654,7.563476504,6.558565368,6.498491806,6.356108924,6.919378954,6.421481114,6.497261768,6.902300931,6.332358095
"ASCRP003882",6.905558964,6.182035379,6.015216665,6.164885807,7.587009705,7.899305921,6.395318222,6.62963462,6.420366159,7.083308616,6.530834144,6.588102184,6.867190556,6.624181419
"ASCRP003883",6.03121794,6.01733516,5.991940245,5.95238847,6.464273899,6.16056544,6.115020254,6.121031977,6.046622443,6.032576606,5.986490515,6.032380511,5.98823854,5.972590811
"ASCRP003889",6.182237449,6.221269821,6.457236467,6.70475166,6.397454714,6.454733937,6.449278472,6.436181765,6.497760152,6.726577546,6.996635059,6.245551884,6.310221282,6.193223975
"ASCRP003890",6.91477509,6.9823441,7.460403277,8.042454401,7.291839247,7.17763117,7.014715672,6.588499144,7.121607104,7.266888121,8.638870351,7.099197048,7.798045874,7.532810017
"ASCRP003892",6.235302817,6.145270943,6.040260371,6.424638021,7.64477384,6.942996777,8.769326966,6.997563244,8.66404885,7.523058406,6.965424321,8.226401878,7.359261873,7.10037499
"ASCRP003893",8.568113701,7.772729019,7.780057655,9.129553287,9.155975259,9.193195748,8.893707723,7.762395103,8.626214272,8.592436243,9.591619407,8.222223731,8.219483179,8.90683523
"ASCRP003894",7.012285505,7.736740413,7.230337431,6.139414123,6.941875408,7.148038255,8.431387857,7.924814272,8.021183191,7.978833439,7.596714722,9.23845321,7.434762988,7.322257635
"ASCRP003897",6.232441861,6.571049777,6.442574723,6.710692413,5.869964598,5.924939975,5.997642939,5.993242172,6.997886691,5.951115879,6.094444061,5.926189018,5.96287341,5.954296507
"ASCRP003899",6.24988182,6.212719233,6.276193197,6.78165668,6.13303216,6.066925363,5.869370011,6.169155604,5.89813553,5.908347397,6.101280884,5.856804467,5.972238962,6.413601264
"ASCRP003900",9.673734396,9.284166839,9.878395382,9.574418444,10.73741898,10.54672472,10.74882852,9.115969322,10.3840044,10.47597438,10.50883556,9.604128537,10.09630151,10.0703543
"ASCRP003902",7.847508793,9.683001256,7.61213738,7.145004122,6.481076959,6.400912412,6.164893084,6.356419293,6.209101137,6.380669104,6.532094632,6.318046286,6.135820972,6.310806551
"ASCRP003903",7.254120745,7.61912007,7.174004265,7.510676434,6.215198475,6.08737915,6.054906717,6.26609237,6.297029913,6.175932923,6.19405498,6.173772582,6.032166039,6.140827261
"ASCRP003907",6.033734088,5.929115886,5.959557851,6.058416832,6.146537918,6.229389779,6.305613071,6.183410037,6.130346404,6.505722091,6.174844652,6.661369112,6.489068861,6.48958857
"ASCRP003908",6.107495324,6.029314016,6.049939103,6.075922713,6.262226937,6.319886144,6.307717957,6.241223898,6.178368896,6.485408326,6.147503847,6.735475031,6.26684597,6.702368264
"ASCRP003909",5.980349522,6.109637678,5.94195574,6.014772124,6.04196156,6.030541782,6.130054832,6.083850981,6.11579674,6.034686658,6.002543856,6.708139373,6.1965986,6.308498945
"ASCRP003913",6.11564396,5.883783568,5.916925687,5.905488696,6.067893255,5.984913705,5.841928573,7.01844201,5.946516037,6.055968233,5.87324454,5.895904165,6.139021402,5.947543103
"ASCRP003914",9.632566395,9.01360168,8.181132993,6.310247548,9.218397334,10.15297026,12.46384606,11.08136353,12.91064573,10.56251403,9.069830069,12.59276276,10.95176614,10.3422377
"ASCRP003915",6.011463696,5.957257353,5.836725474,5.985560346,6.39375295,6.354191899,6.205577107,6.339865206,6.05291811,6.274698458,6.065592416,6.183848029,6.115580471,5.934975546
"ASCRP003916",6.681792384,6.089331791,5.981039793,5.829783028,6.402752142,7.3602907,6.410595654,7.694317781,6.115926512,6.374564945,6.670051938,6.466831822,6.16947824,7.095195288
"ASCRP003917",6.075507163,6.312047053,5.893590789,5.84019402,6.06747568,6.022357271,5.990841342,6.525083368,5.892928743,5.952990314,5.921609549,5.938797183,6.177625722,6.092755421
"ASCRP003918",7.638309231,7.203336899,7.012558369,5.999931199,7.054809273,6.854806165,6.437280168,6.559699754,6.004824775,6.242265531,6.15173094,6.176705461,6.406861111,6.646208956
"ASCRP003920",6.243561882,6.141660115,6.061653626,6.044412646,6.168696019,6.223059741,5.930096836,6.31981367,5.925689265,6.036370063,6.034408368,6.019759218,6.123391788,6.612271105
"ASCRP003921",6.406620289,5.822893044,5.8856816,5.934639629,6.187527267,6.129953485,5.862963652,6.187209041,5.788454116,6.01776405,5.886075887,5.92097168,6.276929305,6.714268288
"ASCRP003922",6.343871963,6.900228611,6.486031458,6.843340289,6.214135227,6.217876714,6.195985606,6.007361338,6.158154188,6.153983593,6.458055463,6.148982303,6.04762352,6.148727914
"ASCRP003926",6.176144205,5.992287778,5.991511615,5.872461335,6.417069588,6.87075985,6.548910385,6.786533451,7.100378281,7.093799379,6.438738062,7.148153179,6.771594836,6.343286353
"ASCRP003929",6.131735476,6.073641798,6.153058476,6.190225655,6.186237019,6.326532526,6.190022933,6.484432433,6.24043697,6.325745529,6.176382601,6.380136867,6.398951132,6.825333923
"ASCRP003930",6.626390334,6.459589794,6.268594244,5.978434183,6.830301721,6.992368576,5.963446561,7.917955125,6.060296971,6.665130911,6.41079862,6.028745075,6.310130917,7.117777321
"ASCRP003931",7.425543697,7.118323331,7.08602184,6.717580354,7.607383378,7.619436706,6.698823924,7.930509849,6.769823003,7.164999855,6.943011408,6.166251135,7.241385727,7.520498237
"ASCRP003932",7.518045155,7.148600524,7.369285778,7.138457525,7.744452457,7.82704584,6.796856729,7.914744227,6.664124615,7.332547528,7.213240758,6.317335719,7.287184122,7.483893816
"ASCRP003933",7.220577852,6.720045943,6.784636399,7.295373062,7.640721773,8.282099004,6.664659389,8.773054313,6.550921871,7.394947948,7.648084461,6.342861946,7.155601797,8.072287203
"ASCRP003935",6.279107608,6.263608779,6.519777127,6.651184228,6.114915527,6.027692039,5.987154163,6.159646412,5.93906071,6.020439583,5.978930416,6.050639589,5.988649167,6.013619895
"ASCRP003936",9.271947493,9.643304013,8.413001559,6.162077365,8.576027757,8.780450269,9.331163456,10.17700071,9.391928163,10.04719121,8.474568786,11.30579503,10.54259366,9.828549403
"ASCRP003937",6.449790171,6.378992349,6.462864097,6.533767711,6.57418372,6.582573412,6.843518506,7.13924683,6.756209261,6.814106043,6.373827573,6.95789445,6.724627093,6.49632404
"ASCRP003938",7.429348617,7.23186757,7.665153198,8.082065986,7.252545621,7.626190457,7.623513863,7.735474995,7.662247535,7.498161311,7.541860101,7.911582232,7.693536867,7.014074213
"ASCRP003939",7.257256224,7.426880319,7.237292953,6.567957363,6.782926538,7.019653118,7.469860956,7.035193122,7.052529866,7.065522867,7.007315363,7.55601779,6.791158109,6.737974494
"ASCRP003940",6.855630792,6.638336758,6.505174653,5.959531458,6.428143972,6.67808707,6.478403366,6.589532724,6.275703761,6.513782072,6.403138374,6.463531698,6.266574201,6.350306559
"ASCRP003941",7.876603513,7.665696111,8.723526609,8.774438467,7.315692411,6.960155076,7.735087741,6.58616839,7.032034785,7.022619731,7.263382151,6.893667607,6.82509104,6.659062649
"ASCRP003942",6.066304942,6.0544096,6.118497757,6.310405338,6.432330226,6.241342254,6.155449907,6.358932313,6.217885143,6.126362268,6.3886022,6.061275232,6.388221018,6.486722239
"ASCRP003943",6.435181411,6.128310436,6.236116408,6.327741064,7.852567948,7.079487976,6.244911745,8.969349126,6.190485408,6.359702925,6.479105794,6.190827858,7.507986127,7.328275397
"ASCRP003944",6.090609755,6.095825229,6.24956789,6.363224289,6.610488507,6.33274316,6.215497888,6.481250284,6.15858143,6.108496259,6.259925915,6.09734476,6.483734796,6.256684615
"ASCRP003947",6.285172409,6.216363951,6.232343841,6.213233436,6.88312764,6.978939159,6.472425184,7.486754188,6.387191091,6.621648755,6.082820089,6.351026526,7.438181286,7.132106511
"ASCRP003948",6.097007688,6.043575891,6.060275178,6.169517341,6.571331507,6.718660594,6.136057771,6.989103198,6.108147252,6.398670331,6.07028879,6.141956169,6.844667764,6.813220543
"ASCRP003949",10.04270645,8.085364875,8.618817845,9.645722036,6.753048222,6.816182641,6.370965622,7.052928179,6.363172661,6.551837922,6.652314097,6.184822182,6.840400268,6.906581828
"ASCRP003950",5.993999714,6.003470044,5.966954462,5.946119926,6.104150997,6.222354942,6.165342245,6.006734215,6.065944683,6.233004682,6.105011714,6.218578764,6.424949309,6.098502579
"ASCRP003952",5.91450042,5.88377653,5.932317316,5.993880735,6.135796099,6.206123299,5.933958354,6.358932313,5.966800771,5.957338909,6.02772288,5.945523568,6.034481044,6.332076482
"ASCRP003953",5.895150384,5.859724067,5.93320299,5.873610437,6.121379323,6.326370187,6.023143817,6.418719973,5.864607838,5.973393545,5.960968425,5.951456608,6.018103548,6.301187176
"ASCRP003954",5.995577911,5.864608346,5.872121453,6.01727254,6.37335554,6.646016962,5.882551189,6.919864183,6.020345231,6.031328896,5.954648388,5.984645325,6.150455886,7.073203053
"ASCRP003959",6.868770959,6.492267593,6.399742092,5.932747136,7.284203213,7.396934654,6.37691942,7.979404848,6.573965282,6.98829241,6.42730243,6.928910256,7.004357723,7.651339517
"ASCRP003960",6.20133443,6.182164499,6.332625016,6.324141906,6.442154898,6.431508335,6.165342245,6.719885297,6.356597782,6.292853409,6.402153789,6.135328919,6.542977871,6.468361154
"ASCRP003961",7.163452504,6.258835927,6.308546219,5.891342194,8.235262046,8.002495103,6.159929084,9.925501146,6.955996145,7.877560136,6.664360875,7.535573923,7.681790627,8.687200713
"ASCRP003962",9.028807148,8.360273307,8.360481375,7.256002649,9.377605142,9.226195503,9.31859262,10.54649829,10.17011938,9.15312614,7.769239552,11.05807654,10.79676693,8.992074359
"ASCRP003963",7.362448566,7.595468875,8.281982156,7.936891074,7.379248843,7.283381736,7.670924904,6.918531092,7.57315695,7.117828508,8.531935364,7.315192698,7.505986896,7.309761681
"ASCRP003964",7.159419888,7.180223179,6.680235745,5.886852793,7.280710731,8.282062774,7.263542288,7.029206272,6.99840161,7.496374749,6.909944604,7.320422782,7.534041138,7.797552797
"ASCRP003965",6.067005107,6.305507714,6.36645088,6.342087656,5.878210937,5.8684758,5.88151986,5.894845728,6.019244667,5.87877865,5.943522386,5.843856133,5.852157402,5.881102717
"ASCRP003968",6.736984333,8.825267812,6.760704049,6.52259231,6.029298627,5.978923426,6.135220859,6.182773225,6.239005701,6.083276844,6.064595881,6.114553697,6.020573341,6.052222278
"ASCRP003970",6.34620272,7.456175705,6.725044341,6.94276399,6.036993888,6.030462405,6.160699591,6.012788943,6.305692121,6.13868477,6.290274343,6.043760906,6.168438983,6.072594844
"ASCRP003971",6.131863096,5.890611635,5.972301923,6.301630954,6.253982321,6.165946097,5.890670067,6.335263246,5.898542365,5.964694041,6.434934278,5.929435228,6.138697546,6.063752567
"ASCRP003972",6.030548415,6.081779715,5.88360965,5.911735711,6.030335456,6.228376746,6.175043525,6.121031977,6.151090847,6.396071587,6.308485076,6.549647205,6.350311992,6.039269013
"ASCRP003974",6.359057959,6.085593782,6.128572834,6.129897153,6.949619295,7.047849853,6.793591342,6.52863603,6.543367695,6.89169661,6.113553114,6.563703507,7.270912326,6.680111421
"ASCRP003975",6.739335124,6.240959163,6.264655412,5.894906608,7.318832496,7.422202258,7.481474886,6.431628783,6.892871371,7.088033683,6.569801012,6.6675373,6.965672207,7.200517512
"ASCRP003976",7.187179663,6.685146613,6.492028829,6.146777865,7.790190111,7.959054893,8.16040234,6.937555745,7.824448976,7.715301825,6.508448127,7.221147673,7.388460271,8.13226183
"ASCRP003977",6.583276999,6.409489295,6.757025938,6.908078981,6.223816157,6.27291697,6.220202408,6.584115322,6.018162619,6.162035925,6.302952525,6.142860609,6.188087721,6.147222306
"ASCRP003978",6.037636138,6.043575891,6.253302975,6.211036754,6.087980032,6.226511793,6.404222236,6.228263755,6.267275094,6.153428573,6.275187596,6.173528736,6.159663269,6.707208195
"ASCRP003980",6.415160281,6.45266394,6.573794103,6.606675346,6.688117421,6.638929641,6.912720649,6.793150227,6.937726453,6.6704665,7.168746953,6.578242874,6.501525881,6.620621264
"ASCRP003981",6.18729726,6.275673351,6.631985601,6.776433957,6.0257286,6.065779229,6.175043525,6.01225504,6.216232606,6.07899919,6.256089653,6.079489769,6.089035018,5.951241515
"ASCRP003983",7.986879294,7.853251688,9.23991599,9.287780949,7.075016433,6.915387704,7.755990356,6.585897908,7.158336776,7.213846722,7.897241203,6.824644551,6.93699344,6.964362711
"ASCRP003984",7.510188165,6.607965982,6.51373277,5.878137504,7.448365576,7.12773386,7.018930716,7.740050799,6.820757497,7.34569237,6.335408282,6.90730984,7.169558487,7.673868454
"ASCRP003985",7.107709744,7.43194688,7.497512706,6.114096386,6.335405079,6.993121157,6.680869813,6.975526634,8.02652687,6.616596119,6.513971388,6.653369165,6.756499548,6.646938531
"ASCRP003986",6.181802236,5.953918077,5.991360165,5.820494742,6.833565832,6.364190759,6.558565368,6.241223898,5.93906071,6.50479428,6.062096597,6.251656068,6.23161688,6.179086156
"ASCRP003988",6.150820563,5.979933643,6.016926085,5.91877706,6.565357649,6.252906898,6.322119056,6.159999007,6.073530786,6.318233359,6.086868205,6.167282498,6.109933777,6.241426342
"ASCRP003989",7.965435799,7.437584149,7.080534654,6.272072518,9.641372924,8.355806374,10.6117647,10.76533703,9.158371912,10.20562486,8.000817242,10.87860398,9.111763565,9.220738495
"ASCRP003990",6.179433911,6.280191042,6.353036735,6.575824708,6.503745307,6.504531629,7.063490637,6.425354664,6.798128218,6.650567481,7.250199494,6.805095752,6.817739231,6.57500167
"ASCRP003994",6.664916217,6.714134543,7.711504175,7.964801416,6.342259424,6.210279426,7.098759908,6.197416331,6.507848726,6.192702117,6.169198753,6.13236071,6.289523797,6.095380568
"ASCRP003998",6.456129527,6.089981444,6.193339703,5.867751658,6.240884266,6.3827259,7.363392259,7.222828257,6.392425089,6.548162007,6.076535564,6.387683772,7.401927785,6.309242458
